"Plot Title: 360_12-4_RAT"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10889100, SEN S/N: 10889100)","Host Connected (LGR S/N: 10889100)","End Of File (LGR S/N: 10889100)"
135,10/06/17 11:30:00 PM,75.551,,
136,10/06/17 11:45:00 PM,75.594,,
137,10/07/17 12:00:00 AM,75.594,,
138,10/07/17 12:15:00 AM,75.594,,
139,10/07/17 12:30:00 AM,75.594,,
140,10/07/17 12:45:00 AM,75.594,,
141,10/07/17 01:00:00 AM,75.551,,
142,10/07/17 01:15:00 AM,75.508,,
143,10/07/17 01:30:00 AM,75.463,,
144,10/07/17 01:45:00 AM,75.420,,
145,10/07/17 02:00:00 AM,75.376,,
146,10/07/17 02:15:00 AM,75.290,,
147,10/07/17 02:30:00 AM,75.117,,
148,10/07/17 02:45:00 AM,74.986,,
149,10/07/17 03:00:00 AM,74.813,,
150,10/07/17 03:15:00 AM,74.683,,
151,10/07/17 03:30:00 AM,74.640,,
152,10/07/17 03:45:00 AM,74.597,,
153,10/07/17 04:00:00 AM,74.640,,
154,10/07/17 04:15:00 AM,74.683,,
155,10/07/17 04:30:00 AM,74.640,,
156,10/07/17 04:45:00 AM,74.554,,
157,10/07/17 05:00:00 AM,74.467,,
158,10/07/17 05:15:00 AM,74.381,,
159,10/07/17 05:30:00 AM,74.338,,
160,10/07/17 05:45:00 AM,74.295,,
161,10/07/17 06:00:00 AM,74.295,,
162,10/07/17 06:15:00 AM,74.250,,
163,10/07/17 06:30:00 AM,74.250,,
164,10/07/17 06:45:00 AM,74.206,,
165,10/07/17 07:00:00 AM,74.206,,
166,10/07/17 07:15:00 AM,74.163,,
167,10/07/17 07:30:00 AM,74.163,,
168,10/07/17 07:45:00 AM,74.120,,
169,10/07/17 08:00:00 AM,74.120,,
170,10/07/17 08:15:00 AM,74.077,,
171,10/07/17 08:30:00 AM,74.077,,
172,10/07/17 08:45:00 AM,74.034,,
173,10/07/17 09:00:00 AM,74.034,,
174,10/07/17 09:15:00 AM,74.034,,
175,10/07/17 09:30:00 AM,73.990,,
176,10/07/17 09:45:00 AM,73.990,,
177,10/07/17 10:00:00 AM,73.990,,
178,10/07/17 10:15:00 AM,73.990,,
179,10/07/17 10:30:00 AM,73.947,,
180,10/07/17 10:45:00 AM,73.947,,
181,10/07/17 11:00:00 AM,73.947,,
182,10/07/17 11:15:00 AM,73.990,,
183,10/07/17 11:30:00 AM,74.034,,
184,10/07/17 11:45:00 AM,74.077,,
185,10/07/17 12:00:00 PM,74.163,,
186,10/07/17 12:15:00 PM,74.338,,
187,10/07/17 12:30:00 PM,74.467,,
188,10/07/17 12:45:00 PM,74.683,,
189,10/07/17 01:00:00 PM,74.856,,
190,10/07/17 01:15:00 PM,75.029,,
191,10/07/17 01:30:00 PM,75.290,,
192,10/07/17 01:45:00 PM,75.551,,
193,10/07/17 02:00:00 PM,75.724,,
194,10/07/17 02:15:00 PM,76.028,,
195,10/07/17 02:30:00 PM,76.071,,
196,10/07/17 02:45:00 PM,75.942,,
197,10/07/17 03:00:00 PM,75.767,,
198,10/07/17 03:15:00 PM,75.551,,
199,10/07/17 03:30:00 PM,75.333,,
200,10/07/17 03:45:00 PM,75.333,,
201,10/07/17 04:00:00 PM,75.247,,
202,10/07/17 04:15:00 PM,75.204,,
203,10/07/17 04:30:00 PM,75.247,,
204,10/07/17 04:45:00 PM,75.204,,
205,10/07/17 05:00:00 PM,75.204,,
206,10/07/17 05:15:00 PM,75.290,,
207,10/07/17 05:30:00 PM,75.333,,
208,10/07/17 05:45:00 PM,75.376,,
209,10/07/17 06:00:00 PM,75.420,,
210,10/07/17 06:15:00 PM,75.376,,
211,10/07/17 06:30:00 PM,75.376,,
212,10/07/17 06:45:00 PM,75.376,,
213,10/07/17 07:00:00 PM,75.376,,
214,10/07/17 07:15:00 PM,75.376,,
215,10/07/17 07:30:00 PM,75.333,,
216,10/07/17 07:45:00 PM,75.333,,
217,10/07/17 08:00:00 PM,75.333,,
218,10/07/17 08:15:00 PM,75.333,,
219,10/07/17 08:30:00 PM,75.333,,
220,10/07/17 08:45:00 PM,75.333,,
221,10/07/17 09:00:00 PM,75.333,,
222,10/07/17 09:15:00 PM,75.333,,
223,10/07/17 09:30:00 PM,75.290,,
224,10/07/17 09:45:00 PM,75.290,,
225,10/07/17 10:00:00 PM,75.333,,
226,10/07/17 10:15:00 PM,75.290,,
227,10/07/17 10:30:00 PM,75.333,,
228,10/07/17 10:45:00 PM,75.333,,
229,10/07/17 11:00:00 PM,75.333,,
230,10/07/17 11:15:00 PM,75.333,,
231,10/07/17 11:30:00 PM,75.333,,
232,10/07/17 11:45:00 PM,75.333,,
233,10/08/17 12:00:00 AM,75.333,,
234,10/08/17 12:15:00 AM,75.290,,
235,10/08/17 12:30:00 AM,75.290,,
236,10/08/17 12:45:00 AM,75.290,,
237,10/08/17 01:00:00 AM,75.290,,
238,10/08/17 01:15:00 AM,75.333,,
239,10/08/17 01:30:00 AM,75.333,,
240,10/08/17 01:45:00 AM,75.333,,
241,10/08/17 02:00:00 AM,75.333,,
242,10/08/17 02:15:00 AM,75.376,,
243,10/08/17 02:30:00 AM,75.333,,
244,10/08/17 02:45:00 AM,75.333,,
245,10/08/17 03:00:00 AM,75.333,,
246,10/08/17 03:15:00 AM,75.333,,
247,10/08/17 03:30:00 AM,75.290,,
248,10/08/17 03:45:00 AM,75.290,,
249,10/08/17 04:00:00 AM,75.290,,
250,10/08/17 04:15:00 AM,75.290,,
251,10/08/17 04:30:00 AM,75.333,,
252,10/08/17 04:45:00 AM,75.333,,
253,10/08/17 05:00:00 AM,75.333,,
254,10/08/17 05:15:00 AM,75.333,,
255,10/08/17 05:30:00 AM,75.333,,
256,10/08/17 05:45:00 AM,75.333,,
257,10/08/17 06:00:00 AM,75.333,,
258,10/08/17 06:15:00 AM,75.333,,
259,10/08/17 06:30:00 AM,75.333,,
260,10/08/17 06:45:00 AM,75.333,,
261,10/08/17 07:00:00 AM,75.333,,
262,10/08/17 07:15:00 AM,75.290,,
263,10/08/17 07:30:00 AM,75.290,,
264,10/08/17 07:45:00 AM,75.333,,
265,10/08/17 08:00:00 AM,75.290,,
266,10/08/17 08:15:00 AM,75.290,,
267,10/08/17 08:30:00 AM,75.290,,
268,10/08/17 08:45:00 AM,75.290,,
269,10/08/17 09:00:00 AM,75.290,,
270,10/08/17 09:15:00 AM,75.247,,
271,10/08/17 09:30:00 AM,75.247,,
272,10/08/17 09:45:00 AM,75.247,,
273,10/08/17 10:00:00 AM,75.204,,
274,10/08/17 10:15:00 AM,75.247,,
275,10/08/17 10:30:00 AM,75.247,,
276,10/08/17 10:45:00 AM,75.290,,
277,10/08/17 11:00:00 AM,75.290,,
278,10/08/17 11:15:00 AM,75.333,,
279,10/08/17 11:30:00 AM,75.290,,
280,10/08/17 11:45:00 AM,75.290,,
281,10/08/17 12:00:00 PM,75.290,,
282,10/08/17 12:15:00 PM,75.290,,
283,10/08/17 12:30:00 PM,75.290,,
284,10/08/17 12:45:00 PM,75.333,,
285,10/08/17 01:00:00 PM,75.333,,
286,10/08/17 01:15:00 PM,75.420,,
287,10/08/17 01:30:00 PM,75.594,,
288,10/08/17 01:45:00 PM,75.767,,
289,10/08/17 02:00:00 PM,76.114,,
290,10/08/17 02:15:00 PM,76.332,,
291,10/08/17 02:30:00 PM,76.375,,
292,10/08/17 02:45:00 PM,76.507,,
293,10/08/17 03:00:00 PM,76.636,,
294,10/08/17 03:15:00 PM,76.725,,
295,10/08/17 03:30:00 PM,76.811,,
296,10/08/17 03:45:00 PM,76.854,,
297,10/08/17 04:00:00 PM,76.854,,
298,10/08/17 04:15:00 PM,76.811,,
299,10/08/17 04:30:00 PM,76.811,,
300,10/08/17 04:45:00 PM,76.768,,
301,10/08/17 05:00:00 PM,76.768,,
302,10/08/17 05:15:00 PM,76.725,,
303,10/08/17 05:30:00 PM,76.681,,
304,10/08/17 05:45:00 PM,76.681,,
305,10/08/17 06:00:00 PM,76.681,,
306,10/08/17 06:15:00 PM,76.681,,
307,10/08/17 06:30:00 PM,76.636,,
308,10/08/17 06:45:00 PM,76.636,,
309,10/08/17 07:00:00 PM,76.681,,
310,10/08/17 07:15:00 PM,76.681,,
311,10/08/17 07:30:00 PM,76.725,,
312,10/08/17 07:45:00 PM,76.725,,
313,10/08/17 08:00:00 PM,76.725,,
314,10/08/17 08:15:00 PM,76.725,,
315,10/08/17 08:30:00 PM,76.725,,
316,10/08/17 08:45:00 PM,76.725,,
317,10/08/17 09:00:00 PM,76.725,,
318,10/08/17 09:15:00 PM,76.725,,
319,10/08/17 09:30:00 PM,76.681,,
320,10/08/17 09:45:00 PM,76.681,,
321,10/08/17 10:00:00 PM,76.681,,
322,10/08/17 10:15:00 PM,76.681,,
323,10/08/17 10:30:00 PM,76.681,,
324,10/08/17 10:45:00 PM,76.681,,
325,10/08/17 11:00:00 PM,76.725,,
326,10/08/17 11:15:00 PM,76.768,,
327,10/08/17 11:30:00 PM,76.768,,
328,10/08/17 11:45:00 PM,76.768,,
329,10/09/17 12:00:00 AM,76.725,,
330,10/09/17 12:15:00 AM,76.725,,
331,10/09/17 12:30:00 AM,76.725,,
332,10/09/17 12:45:00 AM,76.725,,
333,10/09/17 01:00:00 AM,76.725,,
334,10/09/17 01:15:00 AM,76.725,,
335,10/09/17 01:30:00 AM,76.725,,
336,10/09/17 01:45:00 AM,76.593,,
337,10/09/17 02:00:00 AM,76.114,,
338,10/09/17 02:15:00 AM,75.724,,
339,10/09/17 02:30:00 AM,75.376,,
340,10/09/17 02:45:00 AM,75.160,,
341,10/09/17 03:00:00 AM,75.029,,
342,10/09/17 03:15:00 AM,74.986,,
343,10/09/17 03:30:00 AM,74.986,,
344,10/09/17 03:45:00 AM,74.986,,
345,10/09/17 04:00:00 AM,74.986,,
346,10/09/17 04:15:00 AM,74.986,,
347,10/09/17 04:30:00 AM,75.029,,
348,10/09/17 04:45:00 AM,75.029,,
349,10/09/17 05:00:00 AM,75.029,,
350,10/09/17 05:15:00 AM,75.074,,
351,10/09/17 05:30:00 AM,75.074,,
352,10/09/17 05:45:00 AM,75.117,,
353,10/09/17 06:00:00 AM,75.117,,
354,10/09/17 06:15:00 AM,75.160,,
355,10/09/17 06:30:00 AM,75.204,,
356,10/09/17 06:45:00 AM,75.247,,
357,10/09/17 07:00:00 AM,75.247,,
358,10/09/17 07:15:00 AM,75.247,,
359,10/09/17 07:30:00 AM,75.247,,
360,10/09/17 07:45:00 AM,75.247,,
361,10/09/17 08:00:00 AM,75.290,,
362,10/09/17 08:15:00 AM,75.290,,
363,10/09/17 08:30:00 AM,75.290,,
364,10/09/17 08:45:00 AM,75.333,,
365,10/09/17 09:00:00 AM,75.333,,
366,10/09/17 09:15:00 AM,75.333,,
367,10/09/17 09:30:00 AM,75.376,,
368,10/09/17 09:45:00 AM,75.376,,
369,10/09/17 10:00:00 AM,75.420,,
370,10/09/17 10:15:00 AM,75.420,,
371,10/09/17 10:30:00 AM,75.463,,
372,10/09/17 10:45:00 AM,75.463,,
373,10/09/17 11:00:00 AM,75.463,,
374,10/09/17 11:15:00 AM,75.463,,
375,10/09/17 11:30:00 AM,75.463,,
376,10/09/17 11:45:00 AM,75.463,,
377,10/09/17 12:00:00 PM,75.508,,
378,10/09/17 12:15:00 PM,75.463,,
379,10/09/17 12:30:00 PM,75.508,,
380,10/09/17 12:45:00 PM,75.508,,
381,10/09/17 01:00:00 PM,75.508,,
382,10/09/17 01:15:00 PM,75.508,,
383,10/09/17 01:30:00 PM,75.508,,
384,10/09/17 01:45:00 PM,75.508,,
385,10/09/17 02:00:00 PM,75.508,,
386,10/09/17 02:15:00 PM,75.508,,
387,10/09/17 02:30:00 PM,75.508,,
388,10/09/17 02:45:00 PM,75.551,,
389,10/09/17 03:00:00 PM,75.551,,
390,10/09/17 03:15:00 PM,75.551,,
391,10/09/17 03:30:00 PM,75.594,,
392,10/09/17 03:45:00 PM,75.594,,
393,10/09/17 04:00:00 PM,75.594,,
394,10/09/17 04:15:00 PM,75.594,,
395,10/09/17 04:30:00 PM,75.594,,
396,10/09/17 04:45:00 PM,75.594,,
397,10/09/17 05:00:00 PM,75.594,,
398,10/09/17 05:15:00 PM,75.637,,
399,10/09/17 05:30:00 PM,75.637,,
400,10/09/17 05:45:00 PM,75.637,,
401,10/09/17 06:00:00 PM,75.637,,
402,10/09/17 06:15:00 PM,75.637,,
403,10/09/17 06:30:00 PM,75.637,,
404,10/09/17 06:45:00 PM,75.637,,
405,10/09/17 07:00:00 PM,75.637,,
406,10/09/17 07:15:00 PM,75.681,,
407,10/09/17 07:30:00 PM,75.681,,
408,10/09/17 07:45:00 PM,75.681,,
409,10/09/17 08:00:00 PM,75.681,,
410,10/09/17 08:15:00 PM,75.681,,
411,10/09/17 08:30:00 PM,75.681,,
412,10/09/17 08:45:00 PM,75.681,,
413,10/09/17 09:00:00 PM,75.898,,
414,10/09/17 09:15:00 PM,76.028,,
415,10/09/17 09:30:00 PM,76.071,,
416,10/09/17 09:45:00 PM,76.419,,
417,10/09/17 10:00:00 PM,76.507,,
418,10/09/17 10:15:00 PM,76.071,,
419,10/09/17 10:30:00 PM,75.810,,
420,10/09/17 10:45:00 PM,75.594,,
421,10/09/17 11:00:00 PM,75.463,,
422,10/09/17 11:15:00 PM,75.290,,
423,10/09/17 11:30:00 PM,75.204,,
424,10/09/17 11:45:00 PM,75.117,,
425,10/10/17 12:00:00 AM,75.029,,
426,10/10/17 12:15:00 AM,74.943,,
427,10/10/17 12:30:00 AM,74.856,,
428,10/10/17 12:45:00 AM,74.727,,
429,10/10/17 01:00:00 AM,74.511,,
430,10/10/17 01:15:00 AM,74.338,,
431,10/10/17 01:30:00 AM,74.163,,
432,10/10/17 01:45:00 AM,74.034,,
433,10/10/17 02:00:00 AM,73.990,,
434,10/10/17 02:15:00 AM,73.861,,
435,10/10/17 02:30:00 AM,73.774,,
436,10/10/17 02:45:00 AM,73.688,,
437,10/10/17 03:00:00 AM,73.645,,
438,10/10/17 03:15:00 AM,73.602,,
439,10/10/17 03:30:00 AM,73.515,,
440,10/10/17 03:45:00 AM,73.429,,
441,10/10/17 04:00:00 AM,73.342,,
442,10/10/17 04:15:00 AM,73.299,,
443,10/10/17 04:30:00 AM,73.256,,
444,10/10/17 04:45:00 AM,73.170,,
445,10/10/17 05:00:00 AM,73.083,,
446,10/10/17 05:15:00 AM,72.997,,
447,10/10/17 05:30:00 AM,72.997,,
448,10/10/17 05:45:00 AM,72.912,,
449,10/10/17 06:00:00 AM,72.869,,
450,10/10/17 06:15:00 AM,72.826,,
451,10/10/17 06:30:00 AM,72.826,,
